#name zcmb zhel mb dmb ra dec
19953 0.1219 0.123087 19.34125 0.09805 332.930481 0.579076
19969 0.17428 0.175164 20.2369 0.11045 31.910473 -0.324
19990 0.24883 0.24967 21.2028 0.13995 34.806366 -0.384841
20039 0.24558 0.246722 21.1159 0.14105 9.878607 1.024336
20084 0.13833 0.139557 19.8495 0.1169 347.975281 -0.578091
20088 0.24315 0.244263 21.02795 0.1175 13.205203 0.6315
20111 0.24267 0.243891 21.18455 0.15195 354.394379 0.248099
20142 0.31468 0.315685 21.3618 0.137 23.008219 -0.429732
20227 0.27573 0.276958 21.4485 0.153 349.119995 -0.098497
20245 0.30041 0.301633 21.4204 0.15885 341.705536 0.75629
20364 0.21728 0.218249 20.89395 0.15665 25.756645 -0.945469
20581 0.20335 0.204559 20.5734 0.12555 337.703003 0.01074
20687 0.19025 0.19133 20.4061 0.1552 16.718126 1.154068
21006 0.29021 0.290826 21.3714 0.15315 47.941761 0.091911
21033 0.22786 0.228791 20.83435 0.15045 28.813671 0.6431
21042 0.31065 0.311682 21.45975 0.15795 315.011566 0.827591
21062 0.13729 0.13848 20.12265 0.11415 333.43158 0.396301
21502 0.08784 0.08906 18.6796 0.1066 353.599792 -0.890334
722 0.08504 0.08624 18.62285 0.1057 0.705703 0.751234
762 0.19009 0.191177 20.6486 0.11825 15.535334 -0.878981
774 0.09227 0.093243 18.8576 0.109 25.463467 -0.876399
1032 0.12903 0.129669 19.58985 0.12795 46.795696 1.119552
1253 0.26166 0.262781 21.1668 0.15835 323.799042 0.163079
2017 0.26162 0.262782 21.4559 0.17885 328.943329 0.593518
2246 0.19422 0.194793 20.61715 0.12925 50.09042 -0.885593
2308 0.14703 0.14788 19.83975 0.1218 34.272865 0.280298
2330 0.21179 0.212956 21.14485 0.1818 6.807123 1.120598
2372 0.17958 0.180326 20.30175 0.11325 40.520721 -0.54085
2440 0.19029 0.191003 20.6928 0.11925 42.633732 0.807796
2533 0.3388 0.339694 21.7897 0.1618 31.220692 -0.326468
2561 0.11741 0.118057 19.41925 0.10595 46.343418 0.858359
2789 0.2889 0.290127 21.5295 0.1639 344.201447 0.401109
2943 0.26405 0.26512 21.2679 0.15695 17.704947 1.007936
3199 0.24961 0.250801 21.38165 0.1409 333.292725 1.050538
3452 0.22967 0.230867 20.8794 0.1271 334.671509 0.639188
3592 0.08543 0.086484 18.608 0.10035 19.052437 0.791937
4000 0.27656 0.277457 21.62545 0.19055 31.016014 -0.365828
4577 0.36193 0.362713 22.1744 0.1645 38.475533 0.280717
5391 0.30021 0.300739 21.62535 0.16525 52.341984 -1.094704
5395 0.11635 0.116934 19.38465 0.1036 49.640949 0.123341
5550 0.15492 0.156104 19.83105 0.1045 3.598291 0.333052
5717 0.25037 0.251435 21.2982 0.13225 17.895966 -0.005896
5736 0.25174 0.252746 21.209 0.1266 22.862734 -0.631618
5751 0.12928 0.130407 19.5471 0.1075 11.634153 0.838215
5844 0.30929 0.31044 21.72385 0.1693 327.786194 -0.842936
6137 0.29888 0.299821 21.66705 0.1633 307.936127 0.244757
6192 0.27091 0.272141 21.3419 0.169 348.464996 1.256988
6249 0.29353 0.294713 21.57975 0.1437 3.265553 -0.620118
6304 0.18979 0.190754 20.46505 0.1185 26.497623 1.195954
6406 0.12376 0.124407 19.4023 0.1022 46.088615 -1.06296
6649 0.31288 0.313731 21.63085 0.14295 34.27586 0.534831
6699 0.30915 0.310259 21.83605 0.15525 322.814972 -1.056985
6780 0.20267 0.203825 20.60265 0.13765 328.068604 0.267062
6933 0.21163 0.21276 20.6247 0.1276 11.351705 1.075577
6936 0.1789 0.180013 20.4025 0.1152 323.233795 -0.699781
7143 0.30354 0.304766 21.872 0.13765 345.26236 -0.207367
7473 0.21457 0.215748 20.8217 0.1308 4.326408 -0.257275
7475 0.32045 0.321626 21.6956 0.1358 4.753476 -0.281488
7512 0.21835 0.218886 20.9318 0.14225 52.090313 -0.326094
7876 0.07523 0.075943 18.2988 0.10185 19.18251 0.794628
8046 0.2576 0.258373 21.37115 0.15 39.116806 0.511273
8213 0.18468 0.185889 20.3647 0.13065 357.520935 -0.921379
8719 0.11628 0.117434 19.29475 0.10185 7.721481 -0.718848
10028 0.06481 0.065327 17.87655 0.1109 17.741856 0.276253
10434 0.10288 0.104044 19.16045 0.103 329.955902 -1.193712
10805 0.04437 0.045197 16.92415 0.11995 344.927521 -0.01373
12843 0.16595 0.167068 19.9345 0.12155 323.878082 -0.980274
12853 0.16817 0.169222 20.0523 0.1219 316.765564 0.72307
12855 0.17063 0.171802 20.12375 0.14255 330.255524 0.716239
12860 0.12042 0.121542 19.52005 0.11295 323.694183 1.175912
12928 0.13868 0.139576 19.76995 0.1308 305.009033 -0.975694
12971 0.2338 0.234963 20.92065 0.1527 6.648502 -0.302072
12977 0.24643 0.247536 21.0223 0.14645 13.695609 -0.250863
13025 0.22286 0.224082 21.0804 0.1546 341.567322 0.415896
13045 0.17915 0.180378 20.2809 0.1225 345.024933 0.53767
13070 0.19718 0.198388 20.5818 0.1167 357.785065 -0.746341
13072 0.22916 0.230357 20.99445 0.14355 334.959473 0.024371
13099 0.26451 0.265709 21.45355 0.1665 359.818726 -1.250384
13135 0.10337 0.104549 19.10195 0.1007 4.172286 -0.42454
13305 0.21338 0.214557 20.73185 0.12325 331.100494 0.691214
13354 0.15653 0.157475 19.944 0.1104 27.564823 -0.887272
13506 0.2434 0.244376 21.24885 0.15475 25.243341 -0.727846
13511 0.23652 0.237264 21.2481 0.14335 40.612354 -0.794122
13641 0.20852 0.209744 20.70195 0.1319 345.218719 -0.981143
13655 0.25104 0.25181 21.4064 0.1659 39.020218 -0.994179
13727 0.22534 0.226402 20.861 0.12955 317.588074 0.93262
13757 0.28742 0.288644 21.45405 0.14295 350.123077 -1.157847
13830 0.32984 0.331065 21.65335 0.14295 351.561707 -0.382281
13835 0.24603 0.247197 21.128 0.1225 6.059644 -0.248262
13894 0.11966 0.120853 19.65185 0.142 1.69061 -0.03676
13934 0.32931 0.330531 22.21015 0.20955 342.111023 -0.435268
14157 0.21082 0.211378 20.57655 0.1203 51.136692 1.022365
14212 0.20308 0.204254 20.7349 0.1164 330.470123 1.045011
14261 0.28436 0.285517 21.2982 0.13635 328.240387 0.253794
14284 0.18037 0.180963 20.13755 0.10565 49.049294 -0.600944
14298 0.2607 0.261732 21.31275 0.1521 314.89505 1.223257
14437 0.14792 0.149098 19.8403 0.1023 332.080963 -1.196387
14456 0.32793 0.329157 21.80515 0.13855 343.551117 1.050661
14481 0.24206 0.243249 21.3452 0.1569 2.681734 0.201306
14846 0.22334 0.224497 20.93075 0.1281 7.663236 0.141581
14984 0.1828 0.183816 20.58185 0.1376 313.833557 -0.09279
15132 0.15304 0.154207 20.0024 0.10245 329.700226 0.197686
15171 0.13818 0.139072 19.70325 0.10245 304.792542 -1.064489
15201 0.20735 0.208558 21.03995 0.18575 337.519409 0.003639
15203 0.20313 0.204218 20.64165 0.1209 15.734715 0.183087
15222 0.19801 0.199199 20.49105 0.129 2.853377 0.702744
15229 0.22256 0.223738 20.9356 0.1392 4.831984 1.090719
15356 0.2734 0.274598 21.30625 0.14505 335.053314 0.409944
15365 0.18651 0.187733 20.52515 0.11385 354.556671 1.24909
15425 0.15935 0.15982 19.83815 0.1054 55.561081 0.478286
15433 0.21935 0.220445 20.8854 0.1261 14.879633 -0.256513
15453 0.17373 0.174808 20.4812 0.1283 319.668304 -1.024288
15466 0.24436 0.245419 20.96025 0.1449 317.64505 -0.12322
15508 0.13353 0.134481 19.59395 0.101 27.168976 -0.576611
15584 0.28332 0.284019 21.4441 0.13595 43.495464 0.986965
15648 0.17383 0.174844 20.3284 0.1373 313.718384 -0.194823
15674 0.19654 0.197759 20.70795 0.1369 340.829163 0.262909
15704 0.36952 0.370275 22.26255 0.14325 40.210735 0.658751
15872 0.20548 0.20629 20.5658 0.12095 36.722496 -0.32781
15897 0.17357 0.174692 20.28215 0.12665 11.68145 -1.032905
16069 0.12688 0.128097 19.526 0.1097 341.246063 -1.006598
16072 0.28434 0.285523 21.474 0.15145 3.12444 -0.977309
16100 0.19392 0.194824 20.5958 0.1361 30.436289 -1.03241
16185 0.10018 0.101255 18.95705 0.11145 16.868069 -0.269365
16232 0.37425 0.37532 22.3047 0.0854 17.20541 -0.989553
16259 0.11771 0.118937 19.35185 0.11365 352.029968 0.856355
16276 0.19176 0.192798 20.5315 0.1404 20.578657 1.010615
16350 0.23684 0.237956 21.01435 0.146 323.639496 -0.885831
17171 0.15899 0.160129 19.99615 0.1245 326.502045 -1.21773
17186 0.07877 0.079377 18.7576 0.11205 31.612825 -0.89955
17208 0.13864 0.139837 19.99935 0.13335 1.491593 1.103086
17223 0.23381 0.234773 20.88475 0.1537 26.361374 -0.019418
17253 0.15689 0.158079 20.02475 0.15485 2.994201 0.99815
17258 0.08806 0.088889 18.4809 0.11615 35.738617 1.02576
17280 0.13045 0.130915 19.79635 0.12165 55.791908 0.102471
17332 0.18203 0.182721 20.3359 0.12625 43.773479 -0.147425
17340 0.25625 0.256987 21.13985 0.14805 41.21209 0.364833
17435 0.21674 0.217778 20.8123 0.13625 20.344587 -0.014803
17605 0.14533 0.146287 19.90865 0.1399 309.202759 0.098444
17629 0.13639 0.137291 19.58645 0.1105 30.636435 -1.089188
17801 0.20515 0.20619 20.934 0.1568 316.093201 -0.898024
18091 0.36976 0.370763 22.04745 0.1558 23.367535 0.524681
18415 0.1294 0.13061 19.61205 0.10875 337.478271 1.058609
18463 0.26687 0.26794 21.33225 0.14765 17.565994 0.472038
18485 0.27822 0.278833 21.3866 0.13915 47.959118 -0.692416
18604 0.17483 0.17605 20.5056 0.1317 340.920929 0.42138
18612 0.11364 0.114761 19.1271 0.10675 12.287929 0.596957
18650 0.11242 0.113577 19.38095 0.1026 328.447235 0.015055
18740 0.15317 0.154249 19.8424 0.10465 16.855324 1.043746
18768 0.19671 0.197785 20.7379 0.13845 17.216736 1.197879
18787 0.18914 0.190054 20.88525 0.12885 29.729753 -1.027071
18807 0.17625 0.176891 20.47675 0.1273 46.640945 0.793304
19008 0.21757 0.218747 20.7809 0.13945 331.963348 -1.069943
19101 0.18563 0.186785 20.33785 0.1283 7.972722 0.138298
19174 0.16356 0.164535 20.0237 0.11915 25.659727 1.030393
19207 0.25721 0.258396 21.34695 0.16715 333.463928 -0.920283
19543 0.12164 0.122851 19.58065 0.13445 357.908356 0.279826
19616 0.16455 0.165355 20.09405 0.10665 37.101109 0.184666
19658 0.19862 0.199767 20.6407 0.1317 8.903193 -0.2327
19702 0.26821 0.26883 21.39935 0.16265 47.754841 0.356752
19757 0.40128 0.402511 22.165 0.1348 349.481018 1.22284
19940 0.14581 0.146844 19.6731 0.12755 315.393524 -0.268507
19968 0.05573 0.055889 17.56165 0.10915 24.348734 -0.311997
19992 0.22452 0.22573 21.16495 0.15345 357.104156 -1.185004
20040 0.28655 0.287713 21.42305 0.15585 328.879486 0.815071
20048 0.18388 0.185096 20.55265 0.14145 339.308075 0.736387
20064 0.10351 0.104715 18.96075 0.10555 358.586212 -0.917617
20106 0.33136 0.332589 22.03 0.19055 346.554291 0.328961
20144 0.21865 0.219759 20.76195 0.1415 322.431915 0.444623
20345 0.26357 0.264704 21.035 0.1514 10.701769 0.379731
20430 0.16284 0.16384 20.2483 0.1303 312.416809 0.46863
20625 0.10683 0.107999 19.2184 0.10455 5.683364 -0.47901
20764 0.16477 0.165737 20.0849 0.11585 26.120781 0.229765
21034 0.1075 0.108442 19.24475 0.10865 28.141375 1.244067
22075 0.12899 0.129907 19.5083 0.1143 29.963102 1.216465
2001ah 0.05948 0.058332 17.71775 0.12625 167.624313 55.160839
2001az 0.04093 0.040688 17.0528 0.11665 248.614487 76.029541
2001da 0.01705 0.017687 14.85645 0.1832 358.386414 8.11728
2001en 0.01531 0.016375 14.59755 0.1613 21.34523 34.025021
2001fe 0.01472 0.013538 14.6158 0.14905 144.487595 25.49468
2001gb 0.02673 0.025696 15.97105 0.16165 149.753998 17.820089
2001G 0.01732 0.01651 14.8718 0.1587 137.388397 50.280788
2001ic 0.04437 0.044197 16.72085 0.19805 347.68042 7.56951
2001V 0.01567 0.014934 14.4307 0.15405 179.35379 25.202641
2002bf 0.02477 0.024192 15.6593 0.1718 153.926315 55.668709
2002bz 0.038 0.036955 16.7664 0.13185 216.168854 26.626471
2002ck 0.0299 0.029862 16.2413 0.123 236.753174 -0.99026
2002cr 0.01012 0.009351 13.90745 0.19825 211.656876 -5.43926
2002de 0.0258 0.028118 16.1648 0.1376 244.126389 35.708359
2002dp 0.01038 0.01164 14.0496 0.2048 352.125427 22.42724
2002eu 0.03791 0.03759 16.5851 0.2001 27.43145 32.628422
2002G 0.03507 0.033684 16.45115 0.16785 196.980347 34.0853
2002ha 0.01268 0.013232 14.4486 0.171 311.827484 0.3126
2002he 0.02525 0.024564 15.82815 0.13295 124.995018 62.82048
2002kf 0.01908 0.019307 15.3534 0.14115 99.313683 49.85302
2003ae 0.03489 0.032889 16.36835 0.1667 142.09404 27.444799
2003ch 0.0295 0.028613 16.3438 0.12735 109.491211 9.69301
2003cq 0.03416 0.033288 16.57565 0.1563 179.058975 60.522129
2003fa 0.04067 0.040388 16.7928 0.1127 266.032227 40.880859
2003hu 0.07515 0.074995 17.8882 0.1248 287.879669 77.893028
2003ic 0.05581 0.056006 17.23215 0.12285 10.45973 -9.30531
2003it 0.02529 0.02532 15.7896 0.1405 1.45218 27.452391
2003iv 0.03501 0.034309 16.6581 0.12485 42.530182 12.84591
2003U 0.02846 0.02834 16.0051 0.13405 260.690125 62.16407
2004as 0.0328 0.031058 16.64085 0.12525 171.413269 22.83029
2004L 0.03378 0.032294 16.38795 0.1403 156.767197 16.018829
2005hc 0.04597 0.045894 17.2822 0.1025 29.199789 -0.21373
2005hf 0.04341 0.043064 16.93145 0.1209 21.77496 19.116899
2005hj 0.05684 0.056939 17.73355 0.1203 21.701651 -1.23814
2005ki 0.02024 0.019483 15.2868 0.12735 160.117584 9.20228
2005lu 0.03191 0.032233 16.59205 0.12775 39.01564 -17.26375
2005lz 0.0415 0.039972 16.9967 0.1259 32.707199 34.982731
2005mc 0.02639 0.025217 15.93305 0.1399 126.776154 21.64628
2005ms 0.02651 0.025183 16.06745 0.1248 132.309677 36.129639
2005na 0.02689 0.026319 15.87545 0.126 105.402748 14.13299
2006ac 0.02349 0.023107 15.6236 0.1338 190.437057 35.068871
2006ah 0.05067 0.049998 17.57225 0.158 206.556427 -9.13109
2006ak 0.04093 0.037894 16.7302 0.1297 167.386002 28.63101
2006al 0.06877 0.067853 18.16815 0.11055 159.867661 5.18344
2006ax 0.01754 0.016499 14.9841 0.1341 171.014297 -12.29153
2006bb 0.02557 0.024631 15.8607 0.1496 128.379562 41.51783
2006bq 0.02189 0.021909 15.53085 0.1381 279.995575 39.982319
2006bw 0.03155 0.03002 16.1279 0.14115 218.486694 3.79884
2006cj 0.06845 0.067497 18.31035 0.1248 194.852158 28.347601
2006cp 0.02249 0.02231 15.56975 0.1391 184.812042 22.427191
2006cq 0.04949 0.048405 17.32405 0.12545 201.104324 30.9562
2006en 0.03161 0.031937 16.3736 0.12625 347.521057 30.22328
2006gr 0.03434 0.034556 16.61295 0.1249 338.094482 30.828831
2006gt 0.04486 0.044719 17.2055 0.14795 14.07216 -1.62963
2006hb 0.01531 0.014956 14.74935 0.1526 75.505432 -21.13199
2006is 0.03048 0.031442 16.25295 0.1342 79.393219 -23.781851
2006je 0.03837 0.037994 16.9021 0.16555 27.72193 33.098129
2006mo 0.03682 0.036966 16.77055 0.12655 11.66033 36.332691
2006mp 0.0221 0.022909 15.7795 0.13695 258.000824 46.555981
2006N 0.01402 0.014088 14.64805 0.16195 92.13028 64.723557
2006oa 0.0589 0.059931 17.792 0.11395 320.928925 -0.84347
2006ob 0.05895 0.059182 17.7707 0.10045 27.95055 0.26346
2006on 0.06888 0.069998 18.1778 0.15105 328.993683 -1.07022
2006or 0.0204 0.020699 15.7067 0.156 177.01445 30.35639
2006qo 0.02894 0.02852 16.02685 0.1316 120.035088 56.368679
2006sr 0.02384 0.02414 15.7013 0.1335 0.89593 23.19602
2006td 0.01451 0.01587 14.89705 0.16765 29.56567 36.34938
2006te 0.03292 0.031551 16.452 0.1185 122.929008 41.554668
2007ae 0.06455 0.064297 17.78945 0.1136 255.466949 79.031738
2007ap 0.01663 0.016341 15.01385 0.15025 239.095978 16.51609
2007ar 0.05359 0.052936 17.4687 0.1439 200.257492 58.550781
2007bd 0.03163 0.030908 16.21965 0.11945 127.889061 -1.19937
2007co 0.02751 0.02696 15.9978 0.1291 275.765015 29.897051
2007cq 0.02559 0.026299 15.5514 0.1259 333.668427 5.08016
2007 0.02401 0.023617 15.78645 0.12635 195.812744 50.618759
2007O 0.03713 0.036215 16.56045 0.1177 224.0215 45.404831
2008af 0.03408 0.03351 16.39975 0.12455 224.868713 16.653271
2008bf 0.02454 0.023459 15.6001 0.1278 181.011993 20.245081
2008L 0.01697 0.017842 14.91335 0.1531 49.319149 41.38229
2007A 0.01629 0.01712 15.17685 0.15115 6.319504 12.886883
2007aj 0.03184 0.031022 16.34225 0.12125 191.977173 54.010578
2007cb 0.037 0.036627 16.74885 0.12725 209.571655 -23.372688
2007cc 0.02932 0.029145 15.8648 0.1457 212.175217 -21.596527
2007fb 0.0174 0.018024 15.26595 0.1485 359.218262 5.508861
2007hu 0.03578 0.035397 16.59205 0.1761 254.124527 27.977709
2007is 0.02845 0.029676 16.04785 0.1364 251.810867 40.243443
2007kh 0.05035 0.04997 17.2903 0.16335 48.800205 43.170387
2007kk 0.04269 0.041648 16.93325 0.117 55.596909 39.241749
2007ob 0.03212 0.033888 16.23615 0.1431 348.108276 13.913647
2007su 0.02752 0.027819 16.0669 0.14255 334.787018 13.177747
2007ux 0.03049 0.029327 16.28725 0.1419 152.333084 14.992519
2008C 0.01724 0.016623 14.9294 0.1556 104.297791 20.437105
2008Y 0.07063 0.069699 18.05925 0.1229 169.877426 54.462837
2008ac 0.05344 0.052821 17.62205 0.1398 178.438324 48.422443
2008ar 0.02878 0.026272 16.10835 0.12155 186.158005 10.837983
2008at 0.03518 0.034889 16.42245 0.15235 156.801956 71.415428
2008bw 0.03348 0.033124 16.4802 0.15235 276.710175 51.137894
2008by 0.04651 0.045036 17.18185 0.11625 181.337112 40.945675
2008bz 0.06119 0.060339 17.9246 0.11905 189.740356 11.129333
2008cf 0.04714 0.046071 17.16275 0.12315 211.885773 -26.552151
2008ds 0.0212 0.021007 15.4466 0.1437 7.46175 31.392744
2008fr 0.04028 0.040658 16.8206 0.11335 17.955099 14.640614
2008gb 0.03863 0.036974 16.86145 0.1275 44.488087 46.865608
2008gl 0.03314 0.034018 16.39225 0.12215 20.228416 4.805339
2009D 0.02414 0.024996 15.68035 0.1291 58.59507 -19.181822
2009ad 0.02837 0.028403 16.1044 0.12155 75.889137 6.65995
2009an 0.01043 0.008969 13.9248 0.20035 185.697433 65.85128
2009ds 0.02038 0.01928 15.42955 0.14185 177.266769 -9.729022
2008050 0.0471 0.046046 16.9842 0.14465 204.198303 5.141781
2008051 0.03984 0.038518 16.7074 0.1146 229.995499 4.904647
2009kk 0.0122 0.012852 14.4566 0.1737 57.434666 -3.264628
2009kq 0.01271 0.011698 14.2811 0.1749 129.063126 28.067131
2009le 0.01763 0.017777 14.9354 0.1562 32.321499 -23.412428
2009na 0.02171 0.021095 15.502 0.13615 161.756027 26.543814
2009nq 0.01572 0.01647 14.86115 0.1939 348.820862 19.022661
2010A 0.01972 0.020639 15.27645 0.15785 38.164413 0.619417
2010H 0.01678 0.015366 14.92685 0.15925 121.601433 1.035836
2010Y 0.01226 0.010865 14.4674 0.17765 162.766647 65.779556
2010dt 0.05322 0.052892 17.57915 0.12805 250.812759 32.67432
PTF10bjs 0.03055 0.029997 15.88935 0.45085 195.296722 53.815968
2004ef 0.03001 0.030986 16.1733 0.12025 340.541992 19.9946
2004eo 0.01506 0.015526 14.6193 0.15445 308.226013 9.92853
2004ey 0.0153 0.01577 14.6705 0.1456 327.28299 0.444222
2004gu 0.04713 0.04591 17.1679 0.1151 191.602997 11.9489
2005be 0.03411 0.03356 16.515 0.1148 224.886002 16.669901
2005bo 0.0152 0.014433 14.53545 0.1635 192.421005 -11.0965
2005el 0.01504 0.014905 14.69915 0.1491 77.953003 5.19428
2005eq 0.02763 0.028486 16.23455 0.1179 47.205502 -7.03325
2005iq 0.03359 0.034041 16.59355 0.1061 359.63501 -18.7092
2005kc 0.01447 0.01512 14.6408 0.16555 338.531006 5.56842
2005M 0.02547 0.024645 15.86575 0.1242 144.384995 23.2008
2006bh 0.01082 0.010767 14.0086 0.18445 340.066986 -66.4851
2006ef 0.01741 0.017684 15.1 0.1498 31.081301 -8.72839
2006ej 0.02031 0.020263 15.30565 0.1353 9.74904 -9.01572
2006eq 0.04819 0.049448 17.4344 0.12175 322.154999 1.22811
2006et 0.02223 0.022579 15.3918 0.13205 10.6909 -23.558399
2006ev 0.02811 0.028734 16.3465 0.12485 322.747009 13.9892
2006lu 0.05458 0.054458 17.4521 0.1018 138.822998 -25.6001
2006py 0.05721 0.057827 17.60445 0.1094 340.424988 -0.136917
2007bc 0.02091 0.020776 15.36595 0.1368 169.811005 20.809
2007ca 0.01454 0.014137 14.99535 0.1656 202.774002 -15.1018
2007nq 0.0431 0.043526 16.97675 0.10685 14.3899 -1.38861
2008bq 0.03273 0.033141 16.3843 0.1205 100.260002 -38.038601
2008gp 0.03399 0.033416 16.35135 0.11105 50.752998 1.36189
2008hv 0.01382 0.012549 14.47835 0.15385 136.891998 3.39225
1993ac 0.05092 0.050262 17.42035 0.1224 86.588654 63.373981
1993ae 0.01752 0.017937 15.0558 0.1465 22.45009 -1.97509
1994M 0.02482 0.023156 15.64995 0.13485 187.782288 0.60278
1994Q 0.0288 0.029567 16.09165 0.13605 252.475555 40.428181
1994S 0.01568 0.015174 14.7589 0.1525 187.839676 29.135639
1995ak 0.02197 0.022669 15.36745 0.1436 41.450771 3.23518
1996bl 0.03426 0.035963 16.4701 0.12025 9.07365 11.39695
1996bv 0.01698 0.016672 14.6697 0.1558 94.046577 57.057251
1996C 0.02752 0.027019 16.23595 0.1341 207.751587 49.341251
1997dg 0.03438 0.03396 16.6071 0.12105 355.052948 26.205219
1997E 0.01318 0.013142 14.55605 0.17285 101.894058 74.498199
1997Y 0.01726 0.016252 14.9156 0.1511 191.383057 54.737171
1998dk 0.01209 0.013201 13.9791 0.1914 3.63138 -0.7361
1998dx 0.05418 0.054207 17.3218 0.11385 272.794495 49.85841
1998ec 0.0197 0.019879 15.45455 0.1578 103.27179 50.043282
1998ef 0.01662 0.017019 14.6312 0.14705 15.86096 32.243019
1998eg 0.02398 0.024845 15.8239 0.13525 339.873993 8.60426
1999cc 0.03144 0.03133 16.31895 0.12075 240.675751 37.354771
1999dq 0.01291 0.014124 14.1903 0.1716 38.492378 20.979601
1999ef 0.03827 0.039094 16.99715 0.1201 14.69302 12.74204
1999ej 0.01532 0.016385 14.9486 0.16405 20.73694 33.46196
1999X 0.02643 0.025045 15.91835 0.1425 133.632263 36.51474
2000B 0.0202 0.020195 15.02285 0.15165 106.416641 50.588791
2000cf 0.0373 0.036428 16.8196 0.11505 238.248276 65.93782
2000cn 0.02348 0.023495 15.66265 0.13895 269.425385 27.82572
2000dk 0.01635 0.017009 14.8831 0.1518 16.844589 32.411072
2000fa 0.02275 0.021282 15.5348 0.13625 108.87748 23.426439
6 0.2305 0.230879 21.0138 0.14645 53.366451 -28.371523
11 0.3812 0.380039 22.52675 0.14085 149.975922 2.4119
34 0.2534 0.254211 21.09145 0.11245 36.066437 -3.186536
91 0.1526 0.152019 19.93715 0.11585 129.328903 44.333733
142 0.4365 0.435989 22.84545 0.14185 162.30925 58.467232
190 0.1023 0.101146 19.15365 0.1077 148.988464 2.263464
199 0.3712 0.370032 22.12745 0.10645 151.2314 2.590919
215 0.4661 0.464937 22.7822 0.11645 150.809937 3.144225
236 0.1959 0.195295 20.50135 0.109 131.58017 44.073051
420 0.3112 0.310038 21.7417 0.10825 149.820007 1.613486
10026 0.0322 0.031098 16.472 0.1289 160.674545 58.843826
20027 0.1098 0.109098 19.29245 0.12085 186.336151 46.015209
20096 0.2255 0.224985 20.723 0.12425 161.314117 58.192711
20176 0.2604 0.259992 21.22765 0.12265 211.862396 53.342918
30066 0.2253 0.224142 20.8629 0.1228 150.183395 3.403975
40137 0.4474 0.447008 22.59905 0.1524 214.460434 52.801048
40166 0.4399 0.439522 22.85455 0.16925 214.119614 54.053562
40782 0.3374 0.337329 21.74045 0.14605 242.076706 54.90815
50005 0.5283 0.527901 22.8422 0.14315 211.81218 53.997612
50203 0.5761 0.576039 23.2359 0.14515 242.792953 55.122307
50251 0.3876 0.387223 22.3891 0.15885 214.327362 53.978317
50293 0.36 0.35996 21.92755 0.1335 244.448776 55.302288
50301 0.347 0.346966 21.7912 0.14045 244.724197 55.782909
50607 0.4391 0.438707 22.56615 0.132 213.513916 53.36219
70955 0.3492 0.349124 21.8575 0.11575 241.475372 55.19783
80723 0.4305 0.431326 22.5444 0.12545 34.986366 -3.960606
90201 0.5088 0.51002 22.7793 0.14135 353.328278 -0.950711
91869 0.2888 0.29002 21.4826 0.1256 351.907471 -1.762453
100090 0.1727 0.172083 20.49025 0.1308 131.827972 43.408115
100163 0.318 0.318814 21.8387 0.1521 35.442341 -5.1516
100213 0.2752 0.275592 21.50715 0.1382 53.06715 -27.194307
100405 0.103 0.103381 18.90405 0.12325 53.628551 -27.320578
110033 0.2049 0.205729 20.5539 0.15765 34.903133 -3.529244
110478 0.2647 0.265081 21.2449 0.1389 53.580303 -27.568903
110536 0.2348 0.235172 20.8644 0.19515 54.332516 -26.901747
110567 0.2145 0.214903 20.73405 0.17345 52.713146 -26.459984
110719 0.4276 0.427009 23.03515 0.17065 129.923065 43.964424
110734 0.4019 0.401317 22.2536 0.149 131.068924 45.344208
120085 0.3218 0.320635 21.54775 0.14025 150.470947 2.042647
120094 0.4512 0.450035 22.72345 0.12465 150.526169 2.087794
120336 0.1612 0.160042 20.07365 0.12015 149.082336 1.409467
120400 0.3512 0.350043 22.05965 0.1158 149.628448 2.871781
120585 0.2492 0.250015 21.02715 0.11585 35.773476 -3.610347
130308 0.0822 0.081796 18.52945 0.1223 213.237793 52.743664
130514 0.1056 0.105017 19.1167 0.10015 130.231674 44.79174
130862 0.3327 0.33202 22.0508 0.14375 184.00174 47.92041
140181 0.1022 0.101501 19.0531 0.1106 183.737915 46.845043
150509 0.2928 0.292719 21.4896 0.1351 241.234528 54.878143
151034 0.1326 0.131904 19.53775 0.0994 185.137543 46.666145
160039 0.2707 0.270028 21.22425 0.12 184.975037 48.140274
160099 0.1004 0.100029 19.0807 0.10935 214.667114 54.183052
160197 0.3536 0.353517 22.1458 0.14555 241.617432 53.871807
160200 0.4235 0.423431 22.599 0.2655 242.607559 54.149574
170428 0.3001 0.300042 21.71085 0.11935 243.618469 54.003021
180166 0.1476 0.147539 19.88745 0.11365 242.842651 55.064201
180561 0.2288 0.229998 20.96525 0.12895 334.462433 1.468442
190230 0.1388 0.139993 19.82205 0.1072 333.936981 0.422539
190260 0.1436 0.144789 19.88005 0.10815 333.966827 -0.825158
300105 0.0919 0.093124 18.9547 0.1139 351.710297 -0.730058
310025 0.1568 0.157611 20.1239 0.12545 35.704994 -4.897872
310042 0.2388 0.240021 21.19555 0.2471 351.45108 -1.723219
310073 0.1496 0.149974 20.15155 0.16675 53.446918 -28.913206
310091 0.5078 0.509023 22.9937 0.1404 353.126404 -0.104656
310161 0.2528 0.254022 21.20755 0.11325 352.965912 -0.660444
310238 0.2842 0.28502 21.3163 0.1146 35.526791 -3.233292
